 R11 R12 R21 R22
 -0.958401e-02 -0.958401e-02 -0.958401e-02 -0.958401e-02
 -0.853233e-02 -0.853233e-02 -0.853233e-02 -0.853233e-02
 -0.768748e-02 -0.768748e-02 -0.768748e-02 -0.768748e-02
 -0.699782e-02 -0.699782e-02 -0.699782e-02 -0.699782e-02
 -0.642357e-02 -0.642357e-02 -0.642357e-02 -0.642357e-02
 -0.593939e-02 -0.593939e-02 -0.593939e-02 -0.593939e-02
 -0.552640e-02 -0.552640e-02 -0.552640e-02 -0.552640e-02
 -0.517066e-02 -0.517066e-02 -0.517066e-02 -0.517066e-02
 -0.486582e-02 -0.486582e-02 -0.486582e-02 -0.486582e-02
 -0.462842e-02 -0.462842e-02 -0.462842e-02 -0.462842e-02
 -0.461220e-02 -0.461220e-02 -0.461220e-02 -0.461220e-02
 -0.456462e-02 -0.456462e-02 -0.456462e-02 -0.456462e-02
 -0.418422e-02 -0.418422e-02 -0.418422e-02 -0.418422e-02
 -0.393794e-02 -0.393794e-02 -0.393794e-02 -0.393794e-02
 -0.374993e-02 -0.374993e-02 -0.374993e-02 -0.374993e-02
 -0.359078e-02 -0.359078e-02 -0.359078e-02 -0.359078e-02
 -0.344987e-02 -0.344987e-02 -0.344987e-02 -0.344987e-02
 -0.332300e-02 -0.332300e-02 -0.332300e-02 -0.332300e-02
 -0.320710e-02 -0.320710e-02 -0.320710e-02 -0.320710e-02
 -0.310054e-02 -0.310054e-02 -0.310054e-02 -0.310054e-02
 -0.300216e-02 -0.300216e-02 -0.300216e-02 -0.300216e-02
 -0.291064e-02 -0.291064e-02 -0.291064e-02 -0.291064e-02
 -0.282551e-02 -0.282551e-02 -0.282551e-02 -0.282551e-02
 -0.274603e-02 -0.274603e-02 -0.274603e-02 -0.274603e-02
 -0.267150e-02 -0.267150e-02 -0.267150e-02 -0.267150e-02
 -0.260162e-02 -0.260162e-02 -0.260162e-02 -0.260162e-02
 -0.253575e-02 -0.253575e-02 -0.253575e-02 -0.253575e-02
 -0.247334e-02 -0.247334e-02 -0.247334e-02 -0.247334e-02
 -0.241376e-02 -0.241376e-02 -0.241376e-02 -0.241376e-02
 -0.235645e-02 -0.235645e-02 -0.235645e-02 -0.235645e-02
 -0.230127e-02 -0.230127e-02 -0.230127e-02 -0.230127e-02
 -0.224829e-02 -0.224829e-02 -0.224829e-02 -0.224829e-02
 -0.219772e-02 -0.219772e-02 -0.219772e-02 -0.219772e-02
 -0.214954e-02 -0.214954e-02 -0.214954e-02 -0.214954e-02
 -0.210378e-02 -0.210378e-02 -0.210378e-02 -0.210378e-02
 -0.206020e-02 -0.206020e-02 -0.206020e-02 -0.206020e-02
 -0.201854e-02 -0.201854e-02 -0.201854e-02 -0.201854e-02
 -0.197860e-02 -0.197860e-02 -0.197860e-02 -0.197860e-02
 -0.194011e-02 -0.194011e-02 -0.194011e-02 -0.194011e-02
 -0.190308e-02 -0.190308e-02 -0.190308e-02 -0.190308e-02
 -0.186751e-02 -0.186751e-02 -0.186751e-02 -0.186751e-02
 -0.183329e-02 -0.183329e-02 -0.183329e-02 -0.183329e-02
 -0.180031e-02 -0.180031e-02 -0.180031e-02 -0.180031e-02
 -0.176851e-02 -0.176851e-02 -0.176851e-02 -0.176851e-02
 -0.173784e-02 -0.173784e-02 -0.173784e-02 -0.173784e-02
 -0.170823e-02 -0.170823e-02 -0.170823e-02 -0.170823e-02
 -0.167963e-02 -0.167963e-02 -0.167963e-02 -0.167963e-02
 -0.165197e-02 -0.165197e-02 -0.165197e-02 -0.165197e-02
 -0.162523e-02 -0.162523e-02 -0.162523e-02 -0.162523e-02
 -0.159935e-02 -0.159935e-02 -0.159935e-02 -0.159935e-02
 -0.157429e-02 -0.157429e-02 -0.157429e-02 -0.157429e-02
 -0.155001e-02 -0.155001e-02 -0.155001e-02 -0.155001e-02
 -0.152648e-02 -0.152648e-02 -0.152648e-02 -0.152648e-02
 -0.150366e-02 -0.150366e-02 -0.150366e-02 -0.150366e-02
 -0.148152e-02 -0.148152e-02 -0.148152e-02 -0.148152e-02
 -0.146004e-02 -0.146004e-02 -0.146004e-02 -0.146004e-02
 -0.143917e-02 -0.143917e-02 -0.143917e-02 -0.143917e-02
 -0.141890e-02 -0.141890e-02 -0.141890e-02 -0.141890e-02
 -0.139920e-02 -0.139920e-02 -0.139920e-02 -0.139920e-02
 -0.138005e-02 -0.138005e-02 -0.138005e-02 -0.138005e-02
 -0.136142e-02 -0.136142e-02 -0.136142e-02 -0.136142e-02
 -0.134330e-02 -0.134330e-02 -0.134330e-02 -0.134330e-02
 -0.132566e-02 -0.132566e-02 -0.132566e-02 -0.132566e-02
 -0.130849e-02 -0.130849e-02 -0.130849e-02 -0.130849e-02
 -0.129176e-02 -0.129176e-02 -0.129176e-02 -0.129176e-02
 -0.127546e-02 -0.127546e-02 -0.127546e-02 -0.127546e-02
 -0.125958e-02 -0.125958e-02 -0.125958e-02 -0.125958e-02
 -0.124410e-02 -0.124410e-02 -0.124410e-02 -0.124410e-02
 -0.122900e-02 -0.122900e-02 -0.122900e-02 -0.122900e-02
 -0.121427e-02 -0.121427e-02 -0.121427e-02 -0.121427e-02
 -0.119989e-02 -0.119989e-02 -0.119989e-02 -0.119989e-02
 -0.118586e-02 -0.118586e-02 -0.118586e-02 -0.118586e-02
 -0.117217e-02 -0.117217e-02 -0.117217e-02 -0.117217e-02
 -0.115879e-02 -0.115879e-02 -0.115879e-02 -0.115879e-02
 -0.114573e-02 -0.114573e-02 -0.114573e-02 -0.114573e-02
 -0.113296e-02 -0.113296e-02 -0.113296e-02 -0.113296e-02
 -0.112048e-02 -0.112048e-02 -0.112048e-02 -0.112048e-02
 -0.110828e-02 -0.110828e-02 -0.110828e-02 -0.110828e-02
 -0.109635e-02 -0.109635e-02 -0.109635e-02 -0.109635e-02
 -0.108469e-02 -0.108469e-02 -0.108469e-02 -0.108469e-02
 -0.107328e-02 -0.107328e-02 -0.107328e-02 -0.107328e-02
 -0.106211e-02 -0.106211e-02 -0.106211e-02 -0.106211e-02
 -0.105118e-02 -0.105118e-02 -0.105118e-02 -0.105118e-02
 -0.104049e-02 -0.104049e-02 -0.104049e-02 -0.104049e-02
 -0.103000e-02 -0.103000e-02 -0.103000e-02 -0.103000e-02
 -0.101974e-02 -0.101974e-02 -0.101974e-02 -0.101974e-02
 -0.100969e-02 -0.100969e-02 -0.100969e-02 -0.100969e-02
 -0.999842e-03 -0.999842e-03 -0.999842e-03 -0.999842e-03
 -0.990191e-03 -0.990191e-03 -0.990191e-03 -0.990191e-03
 -0.980732e-03 -0.980732e-03 -0.980732e-03 -0.980732e-03
 -0.971459e-03 -0.971459e-03 -0.971459e-03 -0.971459e-03
 -0.962365e-03 -0.962365e-03 -0.962365e-03 -0.962365e-03
 -0.953448e-03 -0.953448e-03 -0.953448e-03 -0.953448e-03
 -0.944700e-03 -0.944700e-03 -0.944700e-03 -0.944700e-03
 -0.936118e-03 -0.936118e-03 -0.936118e-03 -0.936118e-03
 -0.927696e-03 -0.927696e-03 -0.927696e-03 -0.927696e-03
 -0.919431e-03 -0.919431e-03 -0.919431e-03 -0.919431e-03
 -0.911318e-03 -0.911318e-03 -0.911318e-03 -0.911318e-03
 -0.903353e-03 -0.903353e-03 -0.903353e-03 -0.903353e-03
 -0.895532e-03 -0.895532e-03 -0.895532e-03 -0.895532e-03
 -0.887850e-03 -0.887850e-03 -0.887850e-03 -0.887850e-03
 -0.880305e-03 -0.880305e-03 -0.880305e-03 -0.880305e-03
 -0.872893e-03 -0.872893e-03 -0.872893e-03 -0.872893e-03
 -0.865610e-03 -0.865610e-03 -0.865610e-03 -0.865610e-03
 -0.858453e-03 -0.858453e-03 -0.858453e-03 -0.858453e-03
 -0.851418e-03 -0.851418e-03 -0.851418e-03 -0.851418e-03
 -0.844503e-03 -0.844503e-03 -0.844503e-03 -0.844503e-03
 -0.837704e-03 -0.837704e-03 -0.837704e-03 -0.837704e-03
 -0.831019e-03 -0.831019e-03 -0.831019e-03 -0.831019e-03
 -0.824444e-03 -0.824444e-03 -0.824444e-03 -0.824444e-03
 -0.817977e-03 -0.817977e-03 -0.817977e-03 -0.817977e-03
 -0.811616e-03 -0.811616e-03 -0.811616e-03 -0.811616e-03
 -0.805357e-03 -0.805357e-03 -0.805357e-03 -0.805357e-03
 -0.799199e-03 -0.799199e-03 -0.799199e-03 -0.799199e-03
 -0.793138e-03 -0.793138e-03 -0.793138e-03 -0.793138e-03
 -0.787173e-03 -0.787173e-03 -0.787173e-03 -0.787173e-03
 -0.781301e-03 -0.781301e-03 -0.781301e-03 -0.781301e-03
 -0.775520e-03 -0.775520e-03 -0.775520e-03 -0.775520e-03
 -0.769828e-03 -0.769828e-03 -0.769828e-03 -0.769828e-03
 -0.764223e-03 -0.764223e-03 -0.764223e-03 -0.764223e-03
 -0.758703e-03 -0.758703e-03 -0.758703e-03 -0.758703e-03
 -0.753265e-03 -0.753265e-03 -0.753265e-03 -0.753265e-03
 -0.747909e-03 -0.747909e-03 -0.747909e-03 -0.747909e-03
 -0.742632e-03 -0.742632e-03 -0.742632e-03 -0.742632e-03
 -0.737433e-03 -0.737433e-03 -0.737433e-03 -0.737433e-03
 -0.732309e-03 -0.732309e-03 -0.732309e-03 -0.732309e-03
 -0.727259e-03 -0.727259e-03 -0.727259e-03 -0.727259e-03
 -0.722282e-03 -0.722282e-03 -0.722282e-03 -0.722282e-03
 -0.717375e-03 -0.717375e-03 -0.717375e-03 -0.717375e-03
 -0.712538e-03 -0.712538e-03 -0.712538e-03 -0.712538e-03
 -0.707769e-03 -0.707769e-03 -0.707769e-03 -0.707769e-03
 -0.703067e-03 -0.703067e-03 -0.703067e-03 -0.703067e-03
 -0.698429e-03 -0.698429e-03 -0.698429e-03 -0.698429e-03
 -0.693855e-03 -0.693855e-03 -0.693855e-03 -0.693855e-03
 -0.689344e-03 -0.689344e-03 -0.689344e-03 -0.689344e-03
 -0.684893e-03 -0.684893e-03 -0.684893e-03 -0.684893e-03
 -0.680503e-03 -0.680503e-03 -0.680503e-03 -0.680503e-03
 -0.676171e-03 -0.676171e-03 -0.676171e-03 -0.676171e-03
 -0.671896e-03 -0.671896e-03 -0.671896e-03 -0.671896e-03
 -0.667678e-03 -0.667678e-03 -0.667678e-03 -0.667678e-03
 -0.663515e-03 -0.663515e-03 -0.663515e-03 -0.663515e-03
 -0.659406e-03 -0.659406e-03 -0.659406e-03 -0.659406e-03
 -0.655349e-03 -0.655349e-03 -0.655349e-03 -0.655349e-03
 -0.651345e-03 -0.651345e-03 -0.651345e-03 -0.651345e-03
 -0.647392e-03 -0.647392e-03 -0.647392e-03 -0.647392e-03
 -0.643489e-03 -0.643489e-03 -0.643489e-03 -0.643489e-03
 -0.639635e-03 -0.639635e-03 -0.639635e-03 -0.639635e-03
 -0.635829e-03 -0.635829e-03 -0.635829e-03 -0.635829e-03
 -0.632070e-03 -0.632070e-03 -0.632070e-03 -0.632070e-03
 -0.628357e-03 -0.628357e-03 -0.628357e-03 -0.628357e-03
 -0.624690e-03 -0.624690e-03 -0.624690e-03 -0.624690e-03
 -0.621067e-03 -0.621067e-03 -0.621067e-03 -0.621067e-03
 -0.617488e-03 -0.617488e-03 -0.617488e-03 -0.617488e-03
 -0.613952e-03 -0.613952e-03 -0.613952e-03 -0.613952e-03
 -0.610458e-03 -0.610458e-03 -0.610458e-03 -0.610458e-03
 -0.607005e-03 -0.607005e-03 -0.607005e-03 -0.607005e-03
 -0.603594e-03 -0.603594e-03 -0.603594e-03 -0.603594e-03
 -0.600222e-03 -0.600222e-03 -0.600222e-03 -0.600222e-03
 -0.596889e-03 -0.596889e-03 -0.596889e-03 -0.596889e-03
 -0.593595e-03 -0.593595e-03 -0.593595e-03 -0.593595e-03
 -0.590339e-03 -0.590339e-03 -0.590339e-03 -0.590339e-03
 -0.587120e-03 -0.587120e-03 -0.587120e-03 -0.587120e-03
 -0.583937e-03 -0.583937e-03 -0.583937e-03 -0.583937e-03
 -0.580790e-03 -0.580790e-03 -0.580790e-03 -0.580790e-03
 -0.577679e-03 -0.577679e-03 -0.577679e-03 -0.577679e-03
 -0.574602e-03 -0.574602e-03 -0.574602e-03 -0.574602e-03
 -0.571560e-03 -0.571560e-03 -0.571560e-03 -0.571560e-03
 -0.568551e-03 -0.568551e-03 -0.568551e-03 -0.568551e-03
 -0.565574e-03 -0.565574e-03 -0.565574e-03 -0.565574e-03
 -0.562631e-03 -0.562631e-03 -0.562631e-03 -0.562631e-03
 -0.559719e-03 -0.559719e-03 -0.559719e-03 -0.559719e-03
 -0.556839e-03 -0.556839e-03 -0.556839e-03 -0.556839e-03
 -0.553989e-03 -0.553989e-03 -0.553989e-03 -0.553989e-03
 -0.551170e-03 -0.551170e-03 -0.551170e-03 -0.551170e-03
 -0.548380e-03 -0.548380e-03 -0.548380e-03 -0.548380e-03
 -0.545620e-03 -0.545620e-03 -0.545620e-03 -0.545620e-03
 -0.542889e-03 -0.542889e-03 -0.542889e-03 -0.542889e-03
 -0.540186e-03 -0.540186e-03 -0.540186e-03 -0.540186e-03
 -0.537512e-03 -0.537512e-03 -0.537512e-03 -0.537512e-03
 -0.534865e-03 -0.534865e-03 -0.534865e-03 -0.534865e-03
 -0.532245e-03 -0.532245e-03 -0.532245e-03 -0.532245e-03
 -0.529651e-03 -0.529651e-03 -0.529651e-03 -0.529651e-03
 -0.527084e-03 -0.527084e-03 -0.527084e-03 -0.527084e-03
 -0.524543e-03 -0.524543e-03 -0.524543e-03 -0.524543e-03
 -0.522027e-03 -0.522027e-03 -0.522027e-03 -0.522027e-03
 -0.519536e-03 -0.519536e-03 -0.519536e-03 -0.519536e-03
 -0.517071e-03 -0.517071e-03 -0.517071e-03 -0.517071e-03
 -0.514629e-03 -0.514629e-03 -0.514629e-03 -0.514629e-03
 -0.512211e-03 -0.512211e-03 -0.512211e-03 -0.512211e-03
 -0.126481e+01 -0.126481e+01 -0.126481e+01 -0.126481e+01
 -0.967297e+00 -0.967297e+00 -0.967297e+00 -0.967297e+00
 -0.764787e+00 -0.764787e+00 -0.764787e+00 -0.764787e+00
 -0.617256e+00 -0.617256e+00 -0.617256e+00 -0.617256e+00
 -0.505974e+00 -0.505974e+00 -0.505974e+00 -0.505974e+00
 -0.420604e+00 -0.420604e+00 -0.420604e+00 -0.420604e+00
 -0.354241e+00 -0.354241e+00 -0.354241e+00 -0.354241e+00
 -0.301955e+00 -0.301955e+00 -0.301955e+00 -0.301955e+00
 -0.260271e+00 -0.260271e+00 -0.260271e+00 -0.260271e+00
 -0.226683e+00 -0.226683e+00 -0.226683e+00 -0.226683e+00
 -0.199356e+00 -0.199356e+00 -0.199356e+00 -0.199356e+00
 -0.176934e+00 -0.176934e+00 -0.176934e+00 -0.176934e+00
 -0.158436e+00 -0.158436e+00 -0.158436e+00 -0.158436e+00
 -0.143110e+00 -0.143110e+00 -0.143110e+00 -0.143110e+00
 -0.130330e+00 -0.130330e+00 -0.130330e+00 -0.130330e+00
 -0.118382e+00 -0.118382e+00 -0.118382e+00 -0.118382e+00
 -0.107289e+00 -0.107289e+00 -0.107289e+00 -0.107289e+00
 -0.975530e-01 -0.975530e-01 -0.975530e-01 -0.975530e-01
 -0.886812e-01 -0.886812e-01 -0.886812e-01 -0.886812e-01
 -0.805457e-01 -0.805457e-01 -0.805457e-01 -0.805457e-01
 -0.732247e-01 -0.732247e-01 -0.732247e-01 -0.732247e-01
 -0.667823e-01 -0.667823e-01 -0.667823e-01 -0.667823e-01
 -0.611868e-01 -0.611868e-01 -0.611868e-01 -0.611868e-01
 -0.563455e-01 -0.563455e-01 -0.563455e-01 -0.563455e-01
 -0.521549e-01 -0.521549e-01 -0.521549e-01 -0.521549e-01
 -0.485065e-01 -0.485065e-01 -0.485065e-01 -0.485065e-01
 -0.453250e-01 -0.453250e-01 -0.453250e-01 -0.453250e-01
 -0.425317e-01 -0.425317e-01 -0.425317e-01 -0.425317e-01
 -0.400555e-01 -0.400555e-01 -0.400555e-01 -0.400555e-01
 -0.378240e-01 -0.378240e-01 -0.378240e-01 -0.378240e-01
 -0.357728e-01 -0.357728e-01 -0.357728e-01 -0.357728e-01
 -0.338584e-01 -0.338584e-01 -0.338584e-01 -0.338584e-01
 -0.320713e-01 -0.320713e-01 -0.320713e-01 -0.320713e-01
 -0.304247e-01 -0.304247e-01 -0.304247e-01 -0.304247e-01
 -0.289285e-01 -0.289285e-01 -0.289285e-01 -0.289285e-01
 -0.275720e-01 -0.275720e-01 -0.275720e-01 -0.275720e-01
 -0.263268e-01 -0.263268e-01 -0.263268e-01 -0.263268e-01
 -0.251633e-01 -0.251633e-01 -0.251633e-01 -0.251633e-01
 -0.240824e-01 -0.240824e-01 -0.240824e-01 -0.240824e-01
 -0.230836e-01 -0.230836e-01 -0.230836e-01 -0.230836e-01
 -0.221517e-01 -0.221517e-01 -0.221517e-01 -0.221517e-01
 -0.212840e-01 -0.212840e-01 -0.212840e-01 -0.212840e-01
 -0.204740e-01 -0.204740e-01 -0.204740e-01 -0.204740e-01
 -0.197162e-01 -0.197162e-01 -0.197162e-01 -0.197162e-01
 -0.190065e-01 -0.190065e-01 -0.190065e-01 -0.190065e-01
 -0.183406e-01 -0.183406e-01 -0.183406e-01 -0.183406e-01
 -0.177146e-01 -0.177146e-01 -0.177146e-01 -0.177146e-01
 -0.171261e-01 -0.171261e-01 -0.171261e-01 -0.171261e-01
 -0.165714e-01 -0.165714e-01 -0.165714e-01 -0.165714e-01
 -0.160482e-01 -0.160482e-01 -0.160482e-01 -0.160482e-01
 -0.155543e-01 -0.155543e-01 -0.155543e-01 -0.155543e-01
 -0.150867e-01 -0.150867e-01 -0.150867e-01 -0.150867e-01
 -0.146443e-01 -0.146443e-01 -0.146443e-01 -0.146443e-01
 -0.142250e-01 -0.142250e-01 -0.142250e-01 -0.142250e-01
 -0.138272e-01 -0.138272e-01 -0.138272e-01 -0.138272e-01
 -0.134494e-01 -0.134494e-01 -0.134494e-01 -0.134494e-01
 -0.130903e-01 -0.130903e-01 -0.130903e-01 -0.130903e-01
 -0.127486e-01 -0.127486e-01 -0.127486e-01 -0.127486e-01
 -0.124231e-01 -0.124231e-01 -0.124231e-01 -0.124231e-01
 -0.113974e-01 -0.113974e-01 -0.113974e-01 -0.113974e-01
 -0.997074e-02 -0.997074e-02 -0.997074e-02 -0.997074e-02
 -0.885338e-02 -0.885338e-02 -0.885338e-02 -0.885338e-02
 -0.795927e-02 -0.795927e-02 -0.795927e-02 -0.795927e-02
 -0.722998e-02 -0.722998e-02 -0.722998e-02 -0.722998e-02
 -0.662488e-02 -0.662488e-02 -0.662488e-02 -0.662488e-02
 -0.611676e-02 -0.611676e-02 -0.611676e-02 -0.611676e-02
 -0.568370e-02 -0.568370e-02 -0.568370e-02 -0.568370e-02
 -0.531063e-02 -0.531063e-02 -0.531063e-02 -0.531063e-02
 -0.498653e-02 -0.498653e-02 -0.498653e-02 -0.498653e-02
 -0.470591e-02 -0.470591e-02 -0.470591e-02 -0.470591e-02
 -0.447342e-02 -0.447342e-02 -0.447342e-02 -0.447342e-02
 -0.437473e-02 -0.437473e-02 -0.437473e-02 -0.437473e-02
 -0.437102e-02 -0.437102e-02 -0.437102e-02 -0.437102e-02
 -0.404686e-02 -0.404686e-02 -0.404686e-02 -0.404686e-02
 -0.381820e-02 -0.381820e-02 -0.381820e-02 -0.381820e-02
 -0.364353e-02 -0.364353e-02 -0.364353e-02 -0.364353e-02
 -0.349371e-02 -0.349371e-02 -0.349371e-02 -0.349371e-02
 -0.336103e-02 -0.336103e-02 -0.336103e-02 -0.336103e-02
 -0.324093e-02 -0.324093e-02 -0.324093e-02 -0.324093e-02
 -0.313082e-02 -0.313082e-02 -0.313082e-02 -0.313082e-02
 -0.302936e-02 -0.302936e-02 -0.302936e-02 -0.302936e-02
 -0.293522e-02 -0.293522e-02 -0.293522e-02 -0.293522e-02
 -0.284753e-02 -0.284753e-02 -0.284753e-02 -0.284753e-02
 -0.276558e-02 -0.276558e-02 -0.276558e-02 -0.276558e-02
 -0.268893e-02 -0.268893e-02 -0.268893e-02 -0.268893e-02
 -0.261688e-02 -0.261688e-02 -0.261688e-02 -0.261688e-02
 -0.254907e-02 -0.254907e-02 -0.254907e-02 -0.254907e-02
 -0.248518e-02 -0.248518e-02 -0.248518e-02 -0.248518e-02
 -0.242477e-02 -0.242477e-02 -0.242477e-02 -0.242477e-02
 -0.236735e-02 -0.236735e-02 -0.236735e-02 -0.236735e-02
 -0.231244e-02 -0.231244e-02 -0.231244e-02 -0.231244e-02
 -0.225976e-02 -0.225976e-02 -0.225976e-02 -0.225976e-02
 -0.220899e-02 -0.220899e-02 -0.220899e-02 -0.220899e-02
 -0.216022e-02 -0.216022e-02 -0.216022e-02 -0.216022e-02
 -0.211358e-02 -0.211358e-02 -0.211358e-02 -0.211358e-02
 -0.206902e-02 -0.206902e-02 -0.206902e-02 -0.206902e-02
 -0.202653e-02 -0.202653e-02 -0.202653e-02 -0.202653e-02
 -0.198590e-02 -0.198590e-02 -0.198590e-02 -0.198590e-02
 -0.194707e-02 -0.194707e-02 -0.194707e-02 -0.194707e-02
 -0.190977e-02 -0.190977e-02 -0.190977e-02 -0.190977e-02
 -0.187386e-02 -0.187386e-02 -0.187386e-02 -0.187386e-02
 -0.183924e-02 -0.183924e-02 -0.183924e-02 -0.183924e-02
 -0.180590e-02 -0.180590e-02 -0.180590e-02 -0.180590e-02
 -0.177379e-02 -0.177379e-02 -0.177379e-02 -0.177379e-02
 -0.174283e-02 -0.174283e-02 -0.174283e-02 -0.174283e-02
 -0.171294e-02 -0.171294e-02 -0.171294e-02 -0.171294e-02
 -0.168407e-02 -0.168407e-02 -0.168407e-02 -0.168407e-02
 -0.165618e-02 -0.165618e-02 -0.165618e-02 -0.165618e-02
 -0.162921e-02 -0.162921e-02 -0.162921e-02 -0.162921e-02
 -0.160311e-02 -0.160311e-02 -0.160311e-02 -0.160311e-02
 -0.157785e-02 -0.157785e-02 -0.157785e-02 -0.157785e-02
 -0.155339e-02 -0.155339e-02 -0.155339e-02 -0.155339e-02
 -0.152968e-02 -0.152968e-02 -0.152968e-02 -0.152968e-02
 -0.150669e-02 -0.150669e-02 -0.150669e-02 -0.150669e-02
 -0.148440e-02 -0.148440e-02 -0.148440e-02 -0.148440e-02
 -0.146276e-02 -0.146276e-02 -0.146276e-02 -0.146276e-02
 -0.144175e-02 -0.144175e-02 -0.144175e-02 -0.144175e-02
 -0.142135e-02 -0.142135e-02 -0.142135e-02 -0.142135e-02
 -0.140153e-02 -0.140153e-02 -0.140153e-02 -0.140153e-02
 -0.138226e-02 -0.138226e-02 -0.138226e-02 -0.138226e-02
 -0.136352e-02 -0.136352e-02 -0.136352e-02 -0.136352e-02
 -0.134529e-02 -0.134529e-02 -0.134529e-02 -0.134529e-02
 -0.132755e-02 -0.132755e-02 -0.132755e-02 -0.132755e-02
 -0.131028e-02 -0.131028e-02 -0.131028e-02 -0.131028e-02
 -0.129347e-02 -0.129347e-02 -0.129347e-02 -0.129347e-02
 -0.127708e-02 -0.127708e-02 -0.127708e-02 -0.127708e-02
 -0.126112e-02 -0.126112e-02 -0.126112e-02 -0.126112e-02
 -0.124556e-02 -0.124556e-02 -0.124556e-02 -0.124556e-02
 -0.123039e-02 -0.123039e-02 -0.123039e-02 -0.123039e-02
 -0.121559e-02 -0.121559e-02 -0.121559e-02 -0.121559e-02
 -0.120115e-02 -0.120115e-02 -0.120115e-02 -0.120115e-02
 -0.118706e-02 -0.118706e-02 -0.118706e-02 -0.118706e-02
 -0.117330e-02 -0.117330e-02 -0.117330e-02 -0.117330e-02
 -0.115987e-02 -0.115987e-02 -0.115987e-02 -0.115987e-02
 -0.114675e-02 -0.114675e-02 -0.114675e-02 -0.114675e-02
 -0.113393e-02 -0.113393e-02 -0.113393e-02 -0.113393e-02
 -0.112140e-02 -0.112140e-02 -0.112140e-02 -0.112140e-02
 -0.110915e-02 -0.110915e-02 -0.110915e-02 -0.110915e-02
 -0.109718e-02 -0.109718e-02 -0.109718e-02 -0.109718e-02
 -0.108547e-02 -0.108547e-02 -0.108547e-02 -0.108547e-02
 -0.107402e-02 -0.107402e-02 -0.107402e-02 -0.107402e-02
 -0.106281e-02 -0.106281e-02 -0.106281e-02 -0.106281e-02
 -0.105185e-02 -0.105185e-02 -0.105185e-02 -0.105185e-02
 -0.104112e-02 -0.104112e-02 -0.104112e-02 -0.104112e-02
 -0.103060e-02 -0.103060e-02 -0.103060e-02 -0.103060e-02
 -0.102031e-02 -0.102031e-02 -0.102031e-02 -0.102031e-02
 -0.101022e-02 -0.101022e-02 -0.101022e-02 -0.101022e-02
 -0.100035e-02 -0.100035e-02 -0.100035e-02 -0.100035e-02
 -0.990668e-03 -0.990668e-03 -0.990668e-03 -0.990668e-03
 -0.981181e-03 -0.981181e-03 -0.981181e-03 -0.981181e-03
 -0.971881e-03 -0.971881e-03 -0.971881e-03 -0.971881e-03
 -0.962763e-03 -0.962763e-03 -0.962763e-03 -0.962763e-03
 -0.953822e-03 -0.953822e-03 -0.953822e-03 -0.953822e-03
 -0.945051e-03 -0.945051e-03 -0.945051e-03 -0.945051e-03
 -0.936447e-03 -0.936447e-03 -0.936447e-03 -0.936447e-03
 -0.928004e-03 -0.928004e-03 -0.928004e-03 -0.928004e-03
 -0.919719e-03 -0.919719e-03 -0.919719e-03 -0.919719e-03
 -0.911586e-03 -0.911586e-03 -0.911586e-03 -0.911586e-03
 -0.903603e-03 -0.903603e-03 -0.903603e-03 -0.903603e-03
 -0.895763e-03 -0.895763e-03 -0.895763e-03 -0.895763e-03
 -0.888065e-03 -0.888065e-03 -0.888065e-03 -0.888065e-03
 -0.880503e-03 -0.880503e-03 -0.880503e-03 -0.880503e-03
 -0.873075e-03 -0.873075e-03 -0.873075e-03 -0.873075e-03
 -0.865777e-03 -0.865777e-03 -0.865777e-03 -0.865777e-03
 -0.858605e-03 -0.858605e-03 -0.858605e-03 -0.858605e-03
 -0.851556e-03 -0.851556e-03 -0.851556e-03 -0.851556e-03
 -0.844627e-03 -0.844627e-03 -0.844627e-03 -0.844627e-03
 -0.837816e-03 -0.837816e-03 -0.837816e-03 -0.837816e-03
 -0.831118e-03 -0.831118e-03 -0.831118e-03 -0.831118e-03
 -0.824531e-03 -0.824531e-03 -0.824531e-03 -0.824531e-03
 -0.818053e-03 -0.818053e-03 -0.818053e-03 -0.818053e-03
 -0.811681e-03 -0.811681e-03 -0.811681e-03 -0.811681e-03
 -0.805411e-03 -0.805411e-03 -0.805411e-03 -0.805411e-03
 -0.799243e-03 -0.799243e-03 -0.799243e-03 -0.799243e-03
 -0.793172e-03 -0.793172e-03 -0.793172e-03 -0.793172e-03
 -0.787197e-03 -0.787197e-03 -0.787197e-03 -0.787197e-03
 -0.781316e-03 -0.781316e-03 -0.781316e-03 -0.781316e-03
 -0.775527e-03 -0.775527e-03 -0.775527e-03 -0.775527e-03
 -0.769826e-03 -0.769826e-03 -0.769826e-03 -0.769826e-03
 -0.764213e-03 -0.764213e-03 -0.764213e-03 -0.764213e-03
 -0.758685e-03 -0.758685e-03 -0.758685e-03 -0.758685e-03
 -0.753240e-03 -0.753240e-03 -0.753240e-03 -0.753240e-03
 -0.747876e-03 -0.747876e-03 -0.747876e-03 -0.747876e-03
 -0.742592e-03 -0.742592e-03 -0.742592e-03 -0.742592e-03
 -0.737386e-03 -0.737386e-03 -0.737386e-03 -0.737386e-03
 -0.732256e-03 -0.732256e-03 -0.732256e-03 -0.732256e-03
 -0.727200e-03 -0.727200e-03 -0.727200e-03 -0.727200e-03
 -0.722216e-03 -0.722216e-03 -0.722216e-03 -0.722216e-03
 -0.717304e-03 -0.717304e-03 -0.717304e-03 -0.717304e-03
